year,make,model,class,pi,drive type,speed,handling,acceleration,launch,braking,average,country,car value,engine position,notes
2010,SEAT,Leon Cupra R,B,439,FWD,"5,5","4,9","6,6","6,5","4,7","5,6",Spain,24.000 CR,Front,
2007,SEAT,Leon Supercup,A,536,FWD,"3,6","6,7","7,0","7,1","6,8","6,3",Spain,150.000 CR,Front,
1965,Shelby,Cobra 427 S/C,A,503,RWD,"5,7","4,6","8,1","7,0","4,5","5,9",United States,1.500.000 CR,Front,
1965,Shelby,Cobra Daytona Coupe,A,512,RWD,"7,3","5,0","7,7","6,1","4,7","6,2",United States,5.000.000 CR,Front,
1969,Shelby,GT500 428CJ,D,304,RWD,"5,1","3,6","6,9","6,0","3,5","5,0",United States,110.000 CR,Front,Muscle Car Pack
1968,Shelby,GT-500KR,D,320,RWD,"3,0","3,6","6,9","5,8","3,6","4,6",United States,80.000 CR,Front,Muscle Car Pack
1999,Shelby,Series 1,A,501,RWD,"5,8","5,5","7,4","6,2","5,4","6,1",United States,130.000 CR,Front,
2010,Smart,ForTwo,F,101,RWD,"3,0","4,3","3,2","3,5","4,3","3,6",Germany,12.000 CR,Rear,May TopGear Car Pack
2010,Spada Vetture,Codatronca TS,S,654,RWD,"9,6","6,0","8,6","7,7","5,9","7,6",Italy,400.000 CR,Front,
2012,Spyker,Aileron,A,541,RWD,"7,6","5,5","7,4","8,1","5,3","6,8",Netherlands,250.000 CR,Mid,July Car Pack
2010,Spyker,C8 Laviolette LM85,A,552,RWD,"7,6","5,5","7,7","8,0","5,4","6,8",Netherlands,250.000 CR,Mid,
2010,SSC,Ultimate Aero,R3,756,RWD,"10,0","6,1","9,2","8,4","6,0","7,9",United States,1.000.000 CR,Mid,
2003,Subaru,#77 Cusco Advan Impreza,R3,737,RWD,"6,7","8,3","8,2","8,1","8,2","7,9",Japan,900.000 CR,Front,
1998,Subaru,Impreza 22b STi,B,475,AWD,"5,2","5,4","6,6","7,5","5,3","6,0",Japan,35.000 CR,Front,
2006,Subaru,Impreza S204,A,508,AWD,"5,9","5,5","6,8","7,8","5,4","6,3",Japan,52.000 CR,Front,Unicorn
2004,Subaru,Impreza WRX STi,B,489,AWD,"5,7","5,4","6,7","7,7","5,4","6,2",Japan,15.000 CR,Front,
2005,Subaru,Impreza WRX STi,B,498,AWD,"6,0","5,5","6,8","7,8","5,4","6,3",Japan,18.000 CR,Front,
2008,Subaru,Impreza WRX STi,B,484,AWD,"5,3","5,1","6,7","7,8","5,1","6,0",Japan,25.000 CR,Front,
2011,Subaru,Impreza WRX STi,B,441,AWD,"6,0","5,1","6,5","7,4","5,1","6,0",Japan,32.000 CR,Front,Pre-order Exclusive
2005,Subaru,Legacy B4 2.0GT,B,462,AWD,"6,2","4,7","6,1","7,0","4,6","5,7",Japan,16.000 CR,Front,
2010,Subaru,Legacy B4 2.5GT,B,481,AWD,"6,4","4,8","6,3","7,3","4,7","5,9",Japan,29.000 CR,Front,
1990,Subaru,Legacy RS,D,346,AWD,"4,5","4,7","5,5","6,0","4,6","5,1",Japan,6.000 CR,Front,May TopGear Car Pack
2002,Suzuki,Liana GLX,F,136,FWD,"3,0","4,2","3,7","3,9","4,2","3,8",Japan,5.000 CR,Front,
2011,Suzuki,SX4,R1,878,AWD,"5,2","7,4","10,0","10,0","7,5","8,0",Japan,1.000.000 CR,Mid,December IGN Pack
2011,Suzuki,SX4 Sportback,E,209,FWD,"3,0","4,5","4,8","5,2","4,5","4,4",Japan,14.000 CR,Front,
2011,Tesla,Roadster Sport,A,505,RWD,"4,0","5,6","7,0","6,4","5,5","5,7",United States,128.000 CR,Mid,Launch Bonus Car Pack
1999,Toyota,#3 Toyota Motorsports GT-ONE TS-020,R1,959,RWD,"8,9","9,6","9,6","8,4","9,6","9,2",Japan,2.200.000 CR,Mid,
2005,Toyota,#6 Exxon Superflo Supra,R2,855,RWD,"7,1","9,1","9,1","8,0","9,1","8,5",Japan,1.500.000 CR,Front,
1969,Toyota,2000GT,F,191,RWD,"3,9","4,1","4,6","5,0","4,0","4,3",Japan,80.000 CR,Front,
2004,Toyota,Altezza RS200,D,349,RWD,"5,4","4,8","5,6","6,0","4,7","5,3",Japan,10.000 CR,Front,
2011,Toyota,Aygo,F,100,FWD,"3,0","4,3","3,1","3,4","4,3","3,6",Japan,10.000 CR,Front,
1992,Toyota,Celica GT-Four RC ST185,D,331,AWD,"5,0","4,6","5,4","5,4","4,4","5,0",Japan,7.000 CR,Front,Meguiar’s Car Pack
1994,Toyota,Celica GT-Four ST205,C,380,AWD,"5,4","4,7","5,6","6,3","4,5","5,3",Japan,9.000 CR,Front,
2003,Toyota,Celica SS-I,C,379,FWD,"5,2","4,8","5,9","6,2","4,6","5,4",Japan,8.000 CR,Front,
1984,Toyota,Celica Supra,E,251,RWD,"3,7","4,8","4,9","5,4","4,7","4,7",Japan,6.000 CR,Front,
1995,Toyota,MR2 GT,C,385,RWD,"5,7","4,6","6,4","7,2","4,4","5,7",Japan,7.000 CR,Mid,
1989,Toyota,MR2 SC,E,272,RWD,"4,2","4,6","5,3","6,0","4,5","4,9",Japan,6.000 CR,Mid,
2002,Toyota,MR-S,D,293,RWD,"3,7","5,0","5,4","5,9","4,9","5,0",Japan,8.000 CR,Mid,
2011,Toyota,Prius,F,197,FWD,"3,7","4,5","4,2","3,0","4,3","3,9",Japan,24.000 CR,Front,
2002,Toyota,Soarer 430SCV,C,375,RWD,"6,2","4,7","6,1","6,5","4,6","5,6",Japan,18.000 CR,Front,
1985,Toyota,Sprinter Trueno GT Apex,D,277,RWD,"3,5","4,4","5,9","6,4","4,4","4,9",Japan,6.000 CR,Front,
1992,Toyota,Supra 2.0 GT Twin Turbo,D,290,RWD,"5,4","4,8","5,1","5,5","4,7","5,1",Japan,6.000 CR,Front,
1998,Toyota,Supra Mk.4 RZ,B,461,RWD,"6,8","5,1","6,8","7,1","4,9","6,1",Japan,28.000 CR,Front,
1998,Toyota,Top Secret 0-300 Supra,S,700,RWD,"9,6","5,9","8,5","7,4","5,7","7,4",Japan,300.000 CR,Front,Unicorn
2008,Toyota,Yaris S,E,255,FWD,"3,4","4,6","4,8","5,3","4,5","4,5",Japan,10.000 CR,Front,
1962,Triumph,TR3B,F,121,RWD,"3,0","3,8","3,9","4,2","3,7","3,7",United Kingdom,24.000 CR,Front,August Playseat Car Pack
1998,TVR,Cerbera Speed 12,R3,758,RWD,"10,0","6,7","8,9","8,0","6,4","8,0",United Kingdom,1.000.000 CR,Front,
2005,TVR,Sagaris,A,566,RWD,"7,2","5,6","8,1","7,1","5,4","6,7",United Kingdom,56.000 CR,Front,
2001,TVR,Tuscan S,A,544,RWD,"7,2","5,4","7,9","7,4","5,3","6,6",United Kingdom,30.000 CR,Front,
2012,Ultima,GTR,R3,768,RWD,"10,0","7,0","9,5","8,6","6,8","8,4",United Kingdom,110.000 CR,Mid,March Pirelli Car Pack
2011,Vauxhall,Agila,F,121,FWD,"3,0","4,3","3,4","3,6","4,3","3,7",United Kingdom,10.000 CR,Front,
2006,Vauxhall,Astra VXR,C,402,FWD,"5,2","4,7","6,2","6,1","4,7","5,4",United Kingdom,15.000 CR,Front,
2009,Vauxhall,Corsa VXR,D,350,FWD,"3,9","4,6","6,1","6,0","4,5","5,0",United Kingdom,24.000 CR,Front,
2010,Vauxhall,Insignia VXR,B,457,AWD,"6,7","4,7","6,3","7,2","4,6","5,9",United Kingdom,42.000 CR,Front,
2005,Vauxhall,Monaro VXR,B,432,RWD,"7,0","4,8","6,8","6,2","4,6","5,9",United Kingdom,23.000 CR,Front,
2004,Vauxhall,VX220 Turbo,B,442,RWD,"4,7","5,2","6,8","7,9","5,2","6,0",United Kingdom,20.000 CR,Mid,
2013,Viper,#91 SRT Motorsport GTS-R,R3,751,RWD,"6,7","7,9","8,8","7,9","7,8","7,8",United States,"1,000,000 CR",Front,September Pennzoil Car Pack
2013,Viper,#93 SRT Motorsport GTS-R,R3,751,RWD,"6,7","7,9","8,8","7,9","7,8","7,8",United States,"1,000,000 CR",Front,September Pennzoil Car Pack
2013,Viper,GTS,S,638,RWD,"9,0","6,1","8,6","7,9","6,0","7,5",United States,95.000 CR,Front,2013 SRT Viper Bonus Pack
1963,Volkswagen,Beetle,F,100,RWD,"3,0","4,1","3,0","3,0","4,2","3,5",Germany,15.000 CR,Rear,Meguiar’s Car Pack
2004,Volkswagen,Beetle,E,250,FWD,"3,4","4,2","5,1","5,5","4,1","4,5",Germany,7.000 CR,Front,
2003,Volkswagen,Bora VR6,D,327,AWD,"4,9","4,3","5,5","6,1","4,2","5,0",Germany,9.000 CR,Front,
1995,Volkswagen,Corrado VR6,D,321,FWD,"4,8","4,2","5,4","5,8","4,0","4,9",Germany,6.000 CR,Front,
2011,Volkswagen,Fox,F,101,FWD,"3,0","4,2","3,1","3,3","4,1","3,5",Germany,10.000 CR,Front,
2006,Volkswagen,Golf GTI,C,379,FWD,"4,6","5,0","5,8","6,2","4,9","5,3",Germany,16.000 CR,Front,
1992,Volkswagen,Golf GTi 16v Mk2,E,243,FWD,"3,2","4,6","4,8","5,2","4,5","4,5",Germany,6.000 CR,Front,
2010,Volkswagen,Golf GTI Mk6,C,387,FWD,"5,0","4,9","5,9","6,2","4,8","5,4",Germany,26.000 CR,Front,
2010,Volkswagen,Golf R,B,466,AWD,"5,6","4,9","6,5","7,4","4,8","5,9",Germany,42.000 CR,Front,
2003,Volkswagen,Golf R32,B,430,AWD,"5,2","4,8","6,4","7,2","4,7","5,6",Germany,18.000 CR,Front,
1998,Volkswagen,GTI VR6 Mk3,D,301,FWD,"4,2","4,6","5,3","5,8","4,4","4,8",Germany,6.000 CR,Front,
1967,Volkswagen,Karmann Ghia,F,100,RWD,"3,0","3,9","3,0","3,0","4,0","3,4",Germany,"12,000 CR",Rear,September Pennzoil Car Pack
2011,Volkswagen,Polo GTI ,C,359,FWD,"4,6","4,7","5,8","6,1","4,5","5,1",Germany,24.000 CR,Front,February ALMS Pack
1984,Volkswagen,Rabbit GTI,F,182,FWD,"3,0","3,9","4,8","5,5","3,9","4,2",Germany,5.000 CR,Front,
2009,Volkswagen,Scirocco GT,C,382,FWD,"4,5","5,0","5,9","6,3","4,8","5,3",Germany,32.000 CR,Front,
2011,Volkswagen,Scirocco R,B,458,FWD,"5,6","4,9","6,8","6,6","4,8","5,8",Germany,45.000 CR,Front,November Speed Pack
1981,Volkswagen,Scirroco S,F,102,FWD,"3,0","3,4","3,8","4,2","3,3","3,5",Germany,5.000 CR,Front,
2008,Volkswagen,Touareg R50,C,373,AWD,"5,2","3,8","5,9","6,9","4,0","5,1",Germany,65.000 CR,Front,December IGN Pack
1983,Volvo,242 Turbo Evolution,D,297,RWD,"4,5","3,9","6,2","6,2","3,9","5,0",Sweden,5.000 CR,Front,
1997,Volvo,850 R,D,330,FWD,"5,1","4,2","5,8","5,6","4,1","4,9",Sweden,6.000 CR,Front,April Alpinestars Pack
2009,Volvo,C30 R-Design,C,373,FWD,"5,4","4,4","5,8","6,3","4,2","5,2",Sweden,24.000 CR,Front,
2011,Volvo,S60 R-Design,B,442,AWD,"6,6","4,8","6,4","7,3","4,7","5,9",Sweden,32.000 CR,Front,
2004,Volvo,S60R,B,459,AWD,"6,1","4,8","6,2","7,0","4,6","5,7",Sweden,14.000 CR,Front,
2010,Wiesmann,GT MF5,S,618,RWD,"8,8","5,8","8,4","7,6","5,6","7,2",Germany,220.000 CR,Front,
2011,Wiesmann,GT MF5,S,633,RWD,"6,7","5,7","8,5","7,7","5,6","6,9",Germany,260.000 CR,Front,March Pirelli Car Pack
